"respondent_id","region","subscriber_status","tier","age","gender","tenure_months","wtp","satisfaction","prefers_dark_roast","brand_attach_1","brand_attach_2","brand_attach_3","brand_attach_4","brand_attach_5","needs_1","needs_2","needs_3","needs_4","needs_5","needs_6","needs_7","needs_8","needs_9","needs_10","needs_11","needs_12","pre_score","post_score"
715,"Ontario_prospect","Current","Standard",43,"F",7,19.59,5.7,"No",3,2,1,2,1,3,3,3,4,2,3,2,3,1,1,3,1,7.1,7.4
716,"Atlantic","Current","Signature",38,"Nonbinary",19,20.89,7.7,"Yes",2,1,1,2,1,4,4,5,2,5,5,5,5,3,4,3,4,5.7,4.5
717,"Atlantic","Current","Standard",42,"F",18,22.91,2.9,"No",2,3,4,4,1,5,3,3,4,3,3,3,2,1,1,3,2,NA,NA
718,"Ontario_prospect","Current","Signature",49,"M",11,20.89,4.9,"No",3,3,2,4,3,2,2,2,4,3,2,3,2,4,3,4,4,NA,NA
719,"Atlantic","Current","Signature",56,"M",8,22.65,5.4,"No",5,4,4,4,2,3,2,2,5,2,1,2,3,3,2,2,1,6.7,7.8
720,"Ontario_prospect","Current","Standard",41,"M",1,14.67,4.3,"No",3,4,3,4,3,5,4,4,5,3,3,3,2,3,3,3,3,5.4,4.5
721,"Atlantic","Current","Signature",41,"F",16,19.21,5.2,"No",4,4,4,4,4,2,2,2,4,5,4,4,3,3,4,3,4,NA,NA
722,"Ontario_prospect","Lapsed","Discovery",32,"F",6,24.82,4.3,"Yes",4,4,4,3,5,1,2,1,2,2,4,3,2,3,1,1,2,NA,NA
723,"Atlantic","Current","Signature",35,"F",42,22.82,5.2,"Yes",2,3,2,2,3,2,1,2,2,4,3,3,3,3,2,3,2,NA,NA
724,"Ontario_prospect","Lapsed","Standard",29,"F",2,21.14,5.5,"Yes",5,5,5,5,5,5,4,3,3,4,4,3,3,3,4,3,3,NA,NA
725,"Atlantic","Current","Standard",75,"M",10,21.18,5,"Yes",3,3,3,2,2,1,1,2,2,1,3,1,1,2,1,2,1,5.9,5
726,"Atlantic","Current","Signature",34,"M",29,16.71,6.4,"Yes",4,4,4,5,4,2,1,1,2,4,2,2,3,2,2,3,3,NA,NA
727,"Ontario_prospect","Lapsed","Signature",48,"F",5,17.46,5,"No",5,5,5,4,5,4,3,2,2,4,4,4,4,1,2,2,3,NA,NA
728,"Ontario_prospect","Current","Standard",46,"F",14,16.85,5.2,"No",3,4,3,3,3,3,2,4,3,3,3,3,3,4,5,5,5,NA,NA
729,"Atlantic","Current","Standard",35,"Nonbinary",10,20.92,5.2,"No",2,2,1,1,2,2,1,3,2,3,3,2,2,2,4,2,2,6.8,8
730,"Atlantic","Current","Standard",51,"M",16,20.38,3.5,"Yes",3,2,2,3,3,3,3,3,4,3,2,3,1,3,3,4,4,7.3,8.1
731,"Ontario_prospect","Current","Discovery",36,"M",32,24.01,5.7,"No",3,4,5,5,5,2,4,4,2,3,3,2,1,2,4,4,3,5.7,7
732,"Atlantic","Current","Standard",45,"F",9,22.88,4.9,"No",3,2,3,1,2,3,3,3,4,4,4,3,4,4,4,2,2,NA,NA
733,"Atlantic","Current","Discovery",44,"F",2,26.17,6.3,"No",3,4,2,2,3,3,4,2,1,3,3,3,3,3,2,4,4,NA,NA
734,"Ontario_prospect","Current","Standard",24,"F",8,18.63,6.9,"Yes",3,4,3,3,2,5,4,4,5,3,3,2,3,3,3,2,3,NA,NA
735,"Atlantic","Current","Standard",47,"F",45,28.2,5.9,"No",4,5,5,4,4,3,1,2,3,4,3,2,3,4,4,3,3,NA,NA
736,"Atlantic","Current","Standard",23,"M",1,26.14,6.1,"No",5,5,4,5,3,4,2,2,2,2,5,4,4,2,3,3,3,NA,NA
737,"Ontario_prospect","Current","Discovery",30,"M",10,16.66,6.6,"No",3,4,3,4,3,2,4,4,3,2,1,1,2,2,3,2,3,NA,NA
738,"Atlantic","Current","Standard",60,"M",1,19.82,4.6,"No",3,4,3,2,3,2,3,5,2,4,2,1,4,3,1,3,3,NA,NA
739,"Atlantic","Current","Signature",35,"F",9,21.55,5.6,"No",3,1,2,1,4,3,5,3,2,4,3,3,4,1,3,2,2,NA,NA
740,"Ontario_prospect","Current","Signature",57,"F",31,28.08,6.3,"Yes",2,2,4,2,2,3,4,2,3,2,1,2,1,2,4,5,3,NA,NA
741,"Ontario_prospect","Current","Signature",53,"F",27,19.5,6.9,"No",3,3,3,3,4,3,1,4,2,2,1,2,2,3,3,5,4,NA,NA
742,"Atlantic","Current","Discovery",44,"F",11,26.6,8.7,"Yes",5,5,4,5,5,5,4,4,5,4,4,3,3,3,2,4,2,4.4,4.9
743,"Atlantic","Current","Signature",21,"M",2,19.89,5.6,"No",3,3,4,3,3,4,5,1,3,4,5,3,4,3,1,1,2,NA,NA
744,"Atlantic","Lapsed","Standard",48,"F",3,25.79,4.8,"Yes",3,4,4,4,3,3,3,1,2,3,3,5,5,5,3,3,4,NA,NA
745,"Atlantic","Current","Standard",34,"F",1,16.54,5.5,"No",4,2,5,2,4,2,2,2,3,1,1,1,2,3,1,2,2,4.1,4.6
746,"Atlantic","Current","Discovery",39,"M",33,23,7.3,"No",4,4,5,4,4,3,2,3,4,2,3,3,3,4,3,4,4,NA,NA
747,"Ontario_prospect","Current","Discovery",45,"F",17,21.48,5.4,"Yes",1,1,1,1,2,2,3,3,3,4,3,3,4,3,2,3,4,NA,NA
748,"Ontario_prospect","Current","Standard",47,"F",8,19.61,5,"No",5,5,3,4,4,2,3,2,4,3,3,4,4,4,3,3,4,NA,NA
749,"Atlantic","Current","Standard",31,"F",8,18.3,5.1,"No",2,1,2,3,1,3,3,4,3,3,3,3,3,2,4,1,3,NA,NA
750,"Atlantic","Current","Standard",26,"F",5,18,4.7,"Yes",3,3,3,4,3,4,3,5,2,2,1,2,2,3,3,3,2,NA,NA
751,"Ontario_prospect","Current","Signature",31,"F",32,22.38,6.5,"Yes",4,3,5,5,5,3,4,5,4,4,4,2,3,2,4,4,3,NA,NA
752,"Ontario_prospect","Current","Signature",62,"F",37,24.97,8.4,"No",3,5,5,4,5,5,5,5,3,3,4,3,2,2,4,4,2,NA,NA
753,"Atlantic","Current","Signature",21,"M",4,20.36,5.4,"Yes",3,1,1,1,4,3,2,1,2,2,2,3,3,4,4,5,4,NA,NA
754,"Atlantic","Lapsed","Signature",29,"F",2,20.69,4.3,"Yes",1,2,2,2,3,3,3,2,3,4,5,4,4,1,3,3,1,6.2,6.4
755,"Atlantic","Current","Standard",43,"M",10,21.44,7,"No",4,5,5,4,4,1,2,1,1,3,1,3,1,2,5,4,4,NA,NA
756,"Ontario_prospect","Lapsed","Standard",21,"F",5,10.03,3.7,"Yes",2,1,2,3,1,2,3,2,3,2,1,1,2,4,1,3,3,NA,NA
757,"Atlantic","Current","Signature",24,"M",52,23.75,6.8,"Yes",5,5,5,5,5,3,3,4,3,2,3,2,2,3,3,2,4,NA,NA
758,"Atlantic","Current","Signature",21,"M",4,19.93,6.8,"No",3,4,2,4,3,4,3,4,2,3,3,4,2,2,2,1,1,6.6,6.5
759,"Ontario_prospect","Current","Standard",27,"M",1,17.62,7.1,"No",4,3,3,4,3,3,4,4,3,4,3,4,3,5,5,4,5,NA,NA
760,"Atlantic","Current","Standard",48,"F",39,22.35,7.2,"Yes",4,2,3,5,5,4,4,3,3,3,3,5,2,4,4,4,5,NA,NA
761,"Ontario_prospect","Current","Signature",28,"F",30,12.57,6.1,"Yes",5,5,4,5,4,3,3,2,3,1,2,3,2,4,4,3,4,NA,NA
762,"Atlantic","Lapsed","Standard",21,"F",6,17.71,3.9,"Yes",3,3,2,3,2,3,4,5,4,2,1,2,2,3,2,3,2,NA,NA
763,"Atlantic","Current","Signature",35,"F",10,23.56,5.7,"No",2,2,2,3,3,3,4,5,3,5,4,4,4,5,3,4,4,NA,NA
764,"Atlantic","Current","Standard",31,"M",4,21.79,4.2,"No",2,4,3,3,4,3,4,3,3,1,2,1,1,3,5,3,4,6.2,6.9
765,"Atlantic","Current","Standard",37,"F",23,20.42,5,"No",4,4,5,3,2,2,2,3,2,2,3,2,1,3,3,2,2,NA,NA
766,"Atlantic","Current","Standard",29,"M",18,16.28,3.8,"No",2,3,3,3,2,3,2,2,3,3,2,4,3,4,4,2,3,NA,NA
767,"Ontario_prospect","Current","Discovery",35,"M",11,24.09,5.9,"No",4,3,3,4,4,2,2,3,3,4,4,3,3,3,5,4,3,NA,NA
768,"Ontario_prospect","Lapsed","Signature",62,"M",23,12.44,4.1,"No",4,4,3,4,3,4,3,5,3,4,3,3,3,3,4,3,5,NA,NA
769,"Ontario_prospect","Lapsed","Signature",21,"M",19,15.42,4.6,"No",1,1,2,1,1,3,3,3,5,4,3,4,4,3,1,3,3,6.1,7.8
770,"Atlantic","Current","Signature",39,"M",15,28.73,6.1,"No",3,2,2,4,2,2,3,3,2,4,5,4,4,3,4,4,3,NA,NA
771,"Ontario_prospect","Current","Standard",28,"M",5,18.51,7.9,"No",4,5,5,5,5,3,3,4,3,4,4,5,4,3,4,4,2,NA,NA
772,"Atlantic","Current","Discovery",32,"F",2,23.15,7,"No",3,4,3,5,3,4,2,3,1,2,2,3,2,3,4,4,3,NA,NA
773,"Ontario_prospect","Current","Standard",31,"M",15,21,6.2,"Yes",2,4,3,2,2,1,2,2,2,2,2,2,2,3,4,2,3,NA,NA
774,"Atlantic","Current","Signature",50,"F",4,22.49,6.3,"Yes",2,3,4,3,2,3,4,3,3,3,2,3,3,3,3,2,2,6.7,7.7
775,"Ontario_prospect","Current","Discovery",45,"F",23,20.93,5.5,"No",1,1,1,2,2,2,3,2,3,2,1,2,1,2,5,3,5,NA,NA
776,"Atlantic","Current","Signature",26,"M",3,26.92,5,"Yes",3,2,3,3,2,2,4,3,4,3,3,2,4,2,2,3,3,NA,NA
777,"Atlantic","Current","Discovery",48,"M",3,23.06,6.9,"No",1,4,2,3,2,4,4,3,2,4,4,4,4,3,2,4,3,5.7,5.2
778,"Atlantic","Current","Discovery",27,"M",11,24.29,4.7,"No",3,3,3,4,3,2,2,3,2,2,2,3,2,3,3,3,1,NA,NA
779,"Atlantic","Current","Signature",51,"F",26,28.94,4.8,"Yes",4,1,4,3,2,3,3,4,3,4,3,3,4,5,3,3,3,NA,NA
780,"Ontario_prospect","Current","Standard",42,"M",17,17.64,4.6,"No",4,3,3,2,5,2,1,1,1,2,2,2,1,1,3,3,3,NA,NA
781,"Ontario_prospect","Current","Signature",44,"F",2,16.56,6.4,"Yes",3,4,3,2,2,3,3,4,2,2,3,2,4,1,1,3,3,8.2,7.5
782,"Atlantic","Current","Discovery",56,"M",3,26.53,9,"No",4,4,5,4,4,4,3,4,4,4,3,3,3,4,3,3,5,NA,NA
783,"Ontario_prospect","Current","Signature",46,"F",27,17.05,5.7,"Yes",2,2,3,2,2,3,3,2,1,3,2,2,1,2,2,4,3,NA,NA
784,"Ontario_prospect","Current","Discovery",44,"F",67,27.43,6,"No",4,4,4,3,2,4,4,1,2,3,3,3,3,4,2,3,3,4.3,5.8
785,"Atlantic","Lapsed","Discovery",28,"F",1,17.34,5.1,"No",3,2,2,2,3,2,2,2,3,1,2,1,2,5,3,4,4,NA,NA
786,"Atlantic","Current","Standard",36,"M",13,25.65,4.7,"Yes",4,3,4,4,4,1,2,1,1,5,3,4,4,3,2,3,4,5.5,6.4
787,"Atlantic","Current","Signature",37,"M",3,23.62,6.4,"Yes",4,4,2,4,4,3,3,3,1,2,4,3,3,4,4,3,3,NA,NA
788,"Atlantic","Current","Standard",31,"F",2,23.5,6.6,"Yes",3,4,3,3,1,2,3,1,3,2,5,3,4,2,3,1,3,NA,NA
789,"Atlantic","Lapsed","Standard",37,"F",17,21.56,3.8,"No",2,2,2,2,2,3,3,4,4,5,5,5,4,3,3,3,2,NA,NA
790,"Atlantic","Current","Signature",43,"F",12,18.03,6.8,"No",4,4,2,3,3,4,3,4,4,2,3,3,2,3,3,4,3,NA,NA
791,"Atlantic","Current","Signature",29,"F",6,24.26,6.9,"Yes",5,5,5,5,4,5,4,4,3,3,4,3,2,2,2,2,2,NA,NA
792,"Atlantic","Current","Signature",31,"F",4,21.15,6.5,"No",3,3,4,3,4,3,4,5,4,3,3,4,4,4,4,3,3,NA,NA
793,"Atlantic","Current","Discovery",56,"M",13,26.09,6.7,"Yes",3,3,3,5,3,3,2,2,1,1,3,5,3,2,3,2,2,NA,NA
794,"Ontario_prospect","Current","Standard",53,"M",6,13.11,6.2,"No",3,2,2,2,1,2,2,3,2,4,3,4,2,4,4,5,4,NA,NA
795,"Ontario_prospect","Lapsed","Standard",33,"M",1,16.37,4.2,"No",1,2,2,1,3,3,3,4,3,3,4,2,3,4,2,4,5,7.1,7.3
796,"Ontario_prospect","Lapsed","Signature",39,"F",1,19.78,3.4,"No",2,1,3,1,2,2,3,3,2,4,2,4,1,1,2,2,2,NA,NA
797,"Atlantic","Current","Discovery",23,"F",15,25.67,5.3,"Yes",3,5,4,5,4,2,4,2,2,2,3,3,3,4,1,2,3,NA,NA
798,"Atlantic","Current","Standard",37,"M",38,21.88,5.8,"Yes",2,3,3,3,2,4,3,3,3,4,3,3,4,3,4,5,5,NA,NA
799,"Ontario_prospect","Current","Standard",55,"F",5,24.48,5.6,"No",3,2,2,3,3,3,3,4,1,3,2,2,2,3,3,3,2,NA,NA
800,"Ontario_prospect","Current","Signature",30,"F",54,25.07,5.3,"No",4,4,4,5,4,3,4,4,2,3,3,3,4,1,1,1,1,NA,NA
